row_id,item_kind,title_or_identifier,normalized_id,primary_url,all_urls,source_origin,source_files,link_type,notes,context_preview
12,paper,arxiv:2603.03414,arxiv:2603.03414,https://arxiv.org/pdf/2603.03414,https://arxiv.org/pdf/2603.03414,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
13,paper,arxiv:2603.20639,arxiv:2603.20639,https://arxiv.org/pdf/2603.20639v1,https://arxiv.org/pdf/2603.20639v1,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
14,paper,arxiv:2605.07912,arxiv:2605.07912,https://arxiv.org/pdf/2605.07912v2,https://arxiv.org/pdf/2605.07912v2,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
15,paper,arxiv:2605.10688,arxiv:2605.10688,https://arxiv.org/pdf/2605.10688,https://arxiv.org/pdf/2605.10688,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
16,paper,arxiv:2605.17172,arxiv:2605.17172,https://arxiv.org/pdf/2605.17172,https://arxiv.org/pdf/2605.17172,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
17,paper,arxiv:2605.26099,arxiv:2605.26099,https://arxiv.org/pdf/2605.26099,https://arxiv.org/pdf/2605.26099,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
18,paper,arxiv:2605.28792,arxiv:2605.28792,https://arxiv.org/pdf/2605.28792,https://arxiv.org/pdf/2605.28792,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
19,paper,arxiv:2606.01264,arxiv:2606.01264,https://arxiv.org/pdf/2606.01264,https://arxiv.org/pdf/2606.01264,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
20,paper,arxiv:2606.06647,arxiv:2606.06647,https://arxiv.org/pdf/2606.06647,https://arxiv.org/pdf/2606.06647,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
21,paper,arxiv:2606.09605,arxiv:2606.09605,https://arxiv.org/pdf/2606.09605,https://arxiv.org/pdf/2606.09605,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
22,paper,arxiv:2606.20673,arxiv:2606.20673,https://arxiv.org/pdf/2606.20673,https://arxiv.org/pdf/2606.20673,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
23,paper,arxiv:2606.20812,arxiv:2606.20812,https://arxiv.org/pdf/2606.20812,https://arxiv.org/pdf/2606.20812,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
24,paper,arxiv:2607.02134,arxiv:2607.02134,https://arxiv.org/pdf/2607.02134,https://arxiv.org/pdf/2607.02134,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,arXiv paper/preprint
25,paper,doi:10.1002/advs.202523009,doi:10.1002/advs.202523009,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202523009,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202523009,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
26,paper,doi:10.1089/ains.2024.0001,doi:10.1089/ains.2024.0001,https://journals.sagepub.com/doi/10.1089/ains.2024.0001,https://journals.sagepub.com/doi/10.1089/ains.2024.0001,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
27,paper,doi:10.1093/nsr/nwag273/8676369,doi:10.1093/nsr/nwag273/8676369,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag273/8676369,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag273/8676369,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
28,paper,doi:10.1101/2025.09.03.25334813v1.full.pdf,doi:10.1101/2025.09.03.25334813v1.full.pdf,https://www.medrxiv.org/content/10.1101/2025.09.03.25334813v1.full.pdf,https://www.medrxiv.org/content/10.1101/2025.09.03.25334813v1.full.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,medrxiv preprint
29,paper,doi:10.1176/appi.ajp.20251327,doi:10.1176/appi.ajp.20251327,https://psychiatryonline.org/doi/10.1176/appi.ajp.20251327,https://psychiatryonline.org/doi/10.1176/appi.ajp.20251327,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
30,paper,doi:10.3389/fnins.2023.1176825/full,doi:10.3389/fnins.2023.1176825/full,https://frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2023.1176825/full,https://frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2023.1176825/full,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
31,paper,doi:10.3389/fnins.2026.1842643/full,doi:10.3389/fnins.2026.1842643/full,https://frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2026.1842643/full,https://frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2026.1842643/full,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
32,paper,doi:10.3758/s13415-026-01455-9,doi:10.3758/s13415-026-01455-9,https://link.springer.com/article/10.3758/s13415-026-01455-9,https://link.springer.com/article/10.3758/s13415-026-01455-9,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
33,paper,doi:10.64898/2026.05.13.725016v1.full.pdf,doi:10.64898/2026.05.13.725016v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.05.13.725016v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.05.13.725016v1.full.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,biorxiv preprint
34,paper,doi:10.64898/2026.05.28.728582v3.full.pdf,doi:10.64898/2026.05.28.728582v3.full.pdf,https://www.biorxiv.org/content/10.64898/2026.05.28.728582v3.full.pdf,https://www.biorxiv.org/content/10.64898/2026.05.28.728582v3.full.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,biorxiv preprint
35,paper,doi:10.64898/2026.06.03.729810v1.full.pdf,doi:10.64898/2026.06.03.729810v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.06.03.729810v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.06.03.729810v1.full.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,biorxiv preprint
36,paper,hal:hal-05326209v1,hal:hal-05326209v1,https://hal.science/hal-05326209v1,https://hal.science/hal-05326209v1,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper/repository page,From earlier manual/source-dump paper-download list,HAL paper/preprint repository page
37,paper,ieee:11254670,ieee:11254670,https://ieeexplore.ieee.org/document/11254670,https://ieeexplore.ieee.org/document/11254670,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,IEEE paper page
38,paper,osfpreprint:hgsxd_v1,osfpreprint:hgsxd_v1,https://osf.io/preprints/psyarxiv/hgsxd_v1,https://osf.io/preprints/psyarxiv/hgsxd_v1,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Preprint page,From earlier manual/source-dump paper-download list,OSF/PsyArXiv preprint
39,paper,osfpreprint:z48x7_v1,osfpreprint:z48x7_v1,https://osf.io/preprints/psyarxiv/z48x7_v1,https://osf.io/preprints/psyarxiv/z48x7_v1,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Preprint page,From earlier manual/source-dump paper-download list,OSF/PsyArXiv preprint
40,paper,pii:s0149763426002435,pii:s0149763426002435,https://sciencedirect.com/science/article/pii/S0149763426002435,https://sciencedirect.com/science/article/pii/S0149763426002435,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
41,paper,pii:s0165032726008220,pii:s0165032726008220,https://sciencedirect.com/science/article/pii/S0165032726008220,https://sciencedirect.com/science/article/pii/S0165032726008220,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
42,paper,pii:s0165032726010086,pii:s0165032726010086,https://sciencedirect.com/science/article/pii/S0165032726010086,https://sciencedirect.com/science/article/pii/S0165032726010086,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
43,paper,pii:s0896-6273(26)00412-5,pii:s0896-6273(26)00412-5,https://cell.com/neuron/fulltext/S0896-6273(26)00412-5,https://cell.com/neuron/fulltext/S0896-6273(26)00412-5,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Cell Press full-text article page
44,paper,pii:s0924977x26001392,pii:s0924977x26001392,https://sciencedirect.com/science/article/pii/S0924977X26001392,https://sciencedirect.com/science/article/pii/S0924977X26001392,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
45,paper,pii:s1071581996901044,pii:s1071581996901044,https://sciencedirect.com/science/article/pii/S1071581996901044,https://sciencedirect.com/science/article/pii/S1071581996901044,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
46,paper,pii:s1094-7159(26)00625-2,pii:s1094-7159(26)00625-2,https://neuromodulationjournal.org/article/S1094-7159%2826%2900625-2/fulltext,https://neuromodulationjournal.org/article/S1094-7159%2826%2900625-2/fulltext,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
47,paper,pii:s1388245724000373,pii:s1388245724000373,https://sciencedirect.com/science/article/pii/S1388245724000373,https://sciencedirect.com/science/article/pii/S1388245724000373,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
48,paper,pii:s2451-9022(26)00156-4,pii:s2451-9022(26)00156-4,https://biologicalpsychiatrycnni.org/article/S2451-9022(26)00156-4/fulltext,https://biologicalpsychiatrycnni.org/article/S2451-9022(26)00156-4/fulltext,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
49,paper,pii:s2950004426000192,pii:s2950004426000192,https://sciencedirect.com/science/article/pii/S2950004426000192,https://sciencedirect.com/science/article/pii/S2950004426000192,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,ScienceDirect journal article page
50,paper,pmc:pmc12001942,pmc:pmc12001942,https://pmc.ncbi.nlm.nih.gov/articles/PMC12001942,https://pmc.ncbi.nlm.nih.gov/articles/PMC12001942,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,PubMed Central full-text article
51,paper,pmid:36566924,pmid:36566924,https://pubmed.ncbi.nlm.nih.gov/36566924,https://pubmed.ncbi.nlm.nih.gov/36566924,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper record / abstract page,From earlier manual/source-dump paper-download list,PubMed record; use full-text links/PDF if available
52,paper,pmid:39533006,pmid:39533006,https://pubmed.ncbi.nlm.nih.gov/39533006,https://pubmed.ncbi.nlm.nih.gov/39533006,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper record / abstract page,From earlier manual/source-dump paper-download list,PubMed record; use full-text links/PDF if available
53,paper,pmid:41606087,pmid:41606087,https://pubmed.ncbi.nlm.nih.gov/41606087,https://pubmed.ncbi.nlm.nih.gov/41606087,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper record / abstract page,From earlier manual/source-dump paper-download list,PubMed record; use full-text links/PDF if available
54,paper,pmid:41667015,pmid:41667015,https://pubmed.ncbi.nlm.nih.gov/41667015,https://pubmed.ncbi.nlm.nih.gov/41667015,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper record / abstract page,From earlier manual/source-dump paper-download list,PubMed record; use full-text links/PDF if available
55,paper,ssrn:5877662,ssrn:5877662,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5877662,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5877662,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Preprint page,From earlier manual/source-dump paper-download list,SSRN paper/preprint
56,paper,url:https://academic.oup.com/brain/article/149/3/707/8472954,url:https://academic.oup.com/brain/article/149/3/707/8472954,https://academic.oup.com/brain/article/149/3/707/8472954,https://academic.oup.com/brain/article/149/3/707/8472954,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
57,paper,url:https://academic.oup.com/brain/article/149/3/963/8250185,url:https://academic.oup.com/brain/article/149/3/963/8250185,https://academic.oup.com/brain/article/149/3/963/8250185,https://academic.oup.com/brain/article/149/3/963/8250185,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
58,paper,url:https://ai.meta.com/research/publications/a-foundation-model-of-vision-audition-and-language-for-in-silico-neuroscience,url:https://ai.meta.com/research/publications/a-foundation-model-of-vision-audition-and-language-for-in-silico-neuroscience,https://ai.meta.com/research/publications/a-foundation-model-of-vision-audition-and-language-for-in-silico-neuroscience,https://ai.meta.com/research/publications/a-foundation-model-of-vision-audition-and-language-for-in-silico-neuroscience,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Research publication page,From earlier manual/source-dump paper-download list,Meta AI research-publication page
59,paper,url:https://ai.meta.com/research/publications/accurate-decoding-of-natural-sentences-from-non-invasive-brain-recordings,url:https://ai.meta.com/research/publications/accurate-decoding-of-natural-sentences-from-non-invasive-brain-recordings,https://ai.meta.com/research/publications/accurate-decoding-of-natural-sentences-from-non-invasive-brain-recordings,https://ai.meta.com/research/publications/accurate-decoding-of-natural-sentences-from-non-invasive-brain-recordings,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Research publication page,From earlier manual/source-dump paper-download list,Meta AI research-publication page
60,paper,url:https://ai.meta.com/research/publications/neuralbench-a-unifying-framework-to-benchmark-neuroai-models,url:https://ai.meta.com/research/publications/neuralbench-a-unifying-framework-to-benchmark-neuroai-models,https://ai.meta.com/research/publications/neuralbench-a-unifying-framework-to-benchmark-neuroai-models,https://ai.meta.com/research/publications/neuralbench-a-unifying-framework-to-benchmark-neuroai-models,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Research publication page,From earlier manual/source-dump paper-download list,Meta AI research-publication page
61,paper,url:https://cell.com/trends/neurosciences/fulltext/s0166-2236(26)00074-3,url:https://cell.com/trends/neurosciences/fulltext/s0166-2236(26)00074-3,https://cell.com/trends/neurosciences/fulltext/S0166-2236(26)00074-3,https://cell.com/trends/neurosciences/fulltext/S0166-2236(26)00074-3,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Cell Press full-text article page
62,paper,url:https://deepmind.google/research/publications/94006,url:https://deepmind.google/research/publications/94006,https://deepmind.google/research/publications/94006,https://deepmind.google/research/publications/94006,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Research publication page,From earlier manual/source-dump paper-download list,Google DeepMind research-publication page
63,paper,url:https://direct.mit.edu/neco/article/38/7/1135/136967/sparse-graphical-modeling-for-electrophysiological,url:https://direct.mit.edu/neco/article/38/7/1135/136967/sparse-graphical-modeling-for-electrophysiological,https://direct.mit.edu/neco/article/38/7/1135/136967/Sparse-Graphical-Modeling-for-Electrophysiological,https://direct.mit.edu/neco/article/38/7/1135/136967/Sparse-Graphical-Modeling-for-Electrophysiological,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
64,paper,url:https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2849585,url:https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2849585,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2849585,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2849585,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
65,paper,url:https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2845903,url:https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2845903,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2845903,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2845903,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page Duplicate/alternate source URLs were collapsed.
66,paper,url:https://jmoodanxdisorders.org/article/s2950-0044(26)00017-9/fulltext,url:https://jmoodanxdisorders.org/article/s2950-0044(26)00017-9/fulltext,https://jmoodanxdisorders.org/article/S2950-0044(26)00017-9/fulltext,https://jmoodanxdisorders.org/article/S2950-0044(26)00017-9/fulltext,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
67,paper,url:https://jmoodanxdisorders.org/article/s2950-0044(26)00019-2/fulltext,url:https://jmoodanxdisorders.org/article/s2950-0044(26)00019-2/fulltext,https://jmoodanxdisorders.org/article/S2950-0044(26)00019-2/fulltext,https://jmoodanxdisorders.org/article/S2950-0044(26)00019-2/fulltext,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
68,paper,url:https://jneurosci.org/content/46/9/e1414252026,url:https://jneurosci.org/content/46/9/e1414252026,https://jneurosci.org/content/46/9/e1414252026,https://jneurosci.org/content/46/9/e1414252026,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,Publisher/journal article page
69,paper,url:https://journals.plos.org/ploscompbiol/article,url:https://journals.plos.org/ploscompbiol/article,https://journals.plos.org/ploscompbiol/article?id=10.1371%2Fjournal.pcbi.1014043,https://journals.plos.org/ploscompbiol/article?id=10.1371%2Fjournal.pcbi.1014043,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,PLOS journal article
70,paper,url:https://neurips.cc/virtual/2024/poster/93793,url:https://neurips.cc/virtual/2024/poster/93793,https://neurips.cc/virtual/2024/poster/93793,https://neurips.cc/virtual/2024/poster/93793,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Publisher/journal article page,From earlier manual/source-dump paper-download list,NeurIPS conference paper/poster page
71,paper,url:https://psycnet.apa.org/doilanding?doi=10.1037%2fpspp0000606,url:https://psycnet.apa.org/doilanding?doi=10.1037%2fpspp0000606,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fpspp0000606,https://psycnet.apa.org/doiLanding?doi=10.1037%2Fpspp0000606,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper record / abstract page,From earlier manual/source-dump paper-download list,APA PsycNet DOI landing/record
72,paper,url:https://researchgate.net/publication/407089446_is_my_loneliness_killing_me_effects_of_loneliness_and_social_isolation_on_transitions_between_cognitive_status_categories_and_death,url:https://researchgate.net/publication/407089446_is_my_loneliness_killing_me_effects_of_loneliness_and_social_isolation_on_transitions_between_cognitive_status_categories_and_death,https://researchgate.net/publication/407089446_Is_My_Loneliness_Killing_Me_Effects_of_Loneliness_and_Social_Isolation_on_Transitions_Between_Cognitive_Status_Categories_and_Death,https://researchgate.net/publication/407089446_Is_My_Loneliness_Killing_Me_Effects_of_Loneliness_and_Social_Isolation_on_Transitions_Between_Cognitive_Status_Categories_and_Death,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Paper/repository page,From earlier manual/source-dump paper-download list,ResearchGate paper/full-text page
73,paper,url:https://www.bmj.com/content/392/bmj-2024-081723.full.pdf,url:https://www.bmj.com/content/392/bmj-2024-081723.full.pdf,https://www.bmj.com/content/392/bmj-2024-081723.full.pdf,https://www.bmj.com/content/392/bmj-2024-081723.full.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,BMJ article page
74,paper,url:https://www.nature.com/articles/s41380-024-02405-y.pdf,url:https://www.nature.com/articles/s41380-024-02405-y.pdf,https://www.nature.com/articles/s41380-024-02405-y.pdf,https://www.nature.com/articles/s41380-024-02405-y.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
75,paper,url:https://www.nature.com/articles/s41380-025-03418-x.pdf,url:https://www.nature.com/articles/s41380-025-03418-x.pdf,https://www.nature.com/articles/s41380-025-03418-x.pdf,https://www.nature.com/articles/s41380-025-03418-x.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
76,paper,url:https://www.nature.com/articles/s41380-026-03447-0.pdf,url:https://www.nature.com/articles/s41380-026-03447-0.pdf,https://www.nature.com/articles/s41380-026-03447-0.pdf,https://www.nature.com/articles/s41380-026-03447-0.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
77,paper,url:https://www.nature.com/articles/s41380-026-03473-y.pdf,url:https://www.nature.com/articles/s41380-026-03473-y.pdf,https://www.nature.com/articles/s41380-026-03473-y.pdf,https://www.nature.com/articles/s41380-026-03473-y.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
78,paper,url:https://www.nature.com/articles/s41398-026-03889-8.pdf,url:https://www.nature.com/articles/s41398-026-03889-8.pdf,https://www.nature.com/articles/s41398-026-03889-8.pdf,https://www.nature.com/articles/s41398-026-03889-8.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
79,paper,url:https://www.nature.com/articles/s41467-025-67448-3.pdf,url:https://www.nature.com/articles/s41467-025-67448-3.pdf,https://www.nature.com/articles/s41467-025-67448-3.pdf,https://www.nature.com/articles/s41467-025-67448-3.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
80,paper,url:https://www.nature.com/articles/s41550-026-02837-2.pdf,url:https://www.nature.com/articles/s41550-026-02837-2.pdf,https://www.nature.com/articles/s41550-026-02837-2.pdf,https://www.nature.com/articles/s41550-026-02837-2.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
81,paper,url:https://www.nature.com/articles/s41562-025-02381-5.pdf,url:https://www.nature.com/articles/s41562-025-02381-5.pdf,https://www.nature.com/articles/s41562-025-02381-5.pdf,https://www.nature.com/articles/s41562-025-02381-5.pdf,Manual search,comprehensive_paper_download_links_no_linkedin.csv,Direct PDF inferred from source URL,From earlier manual/source-dump paper-download list,Publisher/journal article page
